Date,Open,High,Low,Volume,Close,Time,Day
2010-01-04,62.630001068115234,63.06999969482422,62.310001373291016,5839300.0,62.779998779296875,09:00,Monday
2010-01-05,62.65999984741211,62.75,62.189998626708984,7099000.0,62.29999923706055,09:00,Tuesday
2010-01-06,62.20000076293945,62.40999984741211,61.060001373291016,10551300.0,61.45000076293945,09:00,Wednesday
2010-01-07,61.25,62.34000015258789,61.11000061035156,7517700.0,61.900001525878906,09:00,Thursday
2010-01-08,62.27000045776367,62.40999984741211,61.599998474121094,6107300.0,61.84000015258789,09:00,Friday
2010-01-11,62.02000045776367,62.43000030517578,61.849998474121094,6081300.0,62.31999969482422,09:00,Monday
2010-01-12,62.029998779296875,62.65999984741211,62.0,7199400.0,62.65999984741211,09:00,Tuesday
2010-01-13,62.86000061035156,63.290000915527344,62.560001373291016,8623000.0,62.59000015258789,09:00,Wednesday
2010-01-14,62.560001373291016,62.72999954223633,62.09000015258789,7095600.0,62.650001525878906,09:00,Thursday
2010-01-15,62.66999816894531,62.97999954223633,62.04999923706055,9429100.0,62.279998779296875,09:00,Friday
2010-01-19,62.900001525878906,63.81999969482422,62.77000045776367,8551500.0,63.47999954223633,09:00,Tuesday
2010-01-20,63.4900016784668,63.599998474121094,62.75,6996800.0,63.0099983215332,09:00,Wednesday
2010-01-21,62.970001220703125,63.599998474121094,62.79999923706055,11724100.0,63.20000076293945,09:00,Thursday
2010-01-22,63.22999954223633,64.77999877929688,62.810001373291016,15645900.0,63.38999938964844,09:00,Friday
2010-01-25,63.34000015258789,63.599998474121094,62.91999816894531,6382200.0,63.09000015258789,09:00,Monday
2010-01-26,62.75,64.0,62.75,9292700.0,63.810001373291016,09:00,Tuesday
2010-01-27,63.66999816894531,64.0,63.29999923706055,8080800.0,63.72999954223633,09:00,Wednesday
2010-01-28,63.849998474121094,63.869998931884766,62.75,8560100.0,62.83000183105469,09:00,Thursday
2010-01-29,62.81999969482422,63.220001220703125,62.38999938964844,7589600.0,62.43000030517578,09:00,Friday
2010-02-01,62.83000183105469,63.970001220703125,62.83000183105469,8062700.0,63.88999938964844,09:00,Monday
2010-02-02,63.869998931884766,64.05000305175781,63.349998474121094,7271400.0,64.02999877929688,09:00,Tuesday
2010-02-03,64.62999725341797,65.75,64.61000061035156,13695300.0,65.20999908447266,09:00,Wednesday
2010-02-04,65.19000244140625,65.2699966430664,64.0199966430664,10868400.0,64.05999755859375,09:00,Thursday
2010-02-05,64.06999969482422,64.33999633789062,62.630001068115234,14007600.0,63.369998931884766,09:00,Friday
2010-02-08,63.47999954223633,63.79999923706055,62.91999816894531,6975100.0,62.91999816894531,09:00,Monday
2010-02-09,63.150001525878906,63.849998474121094,62.77000045776367,10131500.0,63.56999969482422,09:00,Tuesday
2010-02-10,63.540000915527344,63.83000183105469,62.970001220703125,6161300.0,63.25,09:00,Wednesday
2010-02-11,63.25,63.84000015258789,62.540000915527344,7478900.0,63.790000915527344,09:00,Thursday
2010-02-12,63.209999084472656,63.88999938964844,63.189998626708984,6749800.0,63.59000015258789,09:00,Friday
2010-02-16,63.5,64.18000030517578,63.279998779296875,7090200.0,64.01000213623047,09:00,Tuesday
2010-02-17,64.20999908447266,64.3499984741211,63.77000045776367,5424600.0,64.26000213623047,09:00,Wednesday
2010-02-18,64.11000061035156,64.62000274658203,64.0,4975800.0,64.4800033569336,09:00,Thursday
2010-02-19,64.45999908447266,64.88999938964844,64.30000305175781,5622600.0,64.73999786376953,09:00,Friday
2010-02-22,64.93000030517578,64.93000030517578,64.62999725341797,4274900.0,64.7699966430664,09:00,Monday
2010-02-23,64.77999877929688,65.05000305175781,64.69999694824219,7485700.0,64.87000274658203,09:00,Tuesday
2010-02-24,64.95999908447266,65.55000305175781,64.7699966430664,7579700.0,65.26000213623047,09:00,Wednesday
2010-02-25,64.29000091552734,64.63999938964844,63.7599983215332,8500000.0,64.37999725341797,09:00,Thursday
2010-02-26,64.45999908447266,64.7300033569336,63.849998474121094,8288400.0,63.849998474121094,09:00,Friday
2010-03-01,63.97999954223633,64.13999938964844,63.66999816894531,6320300.0,63.97999954223633,09:00,Monday
2010-03-02,64.41999816894531,64.41999816894531,63.90999984741211,6271700.0,64.06999969482422,09:00,Tuesday
2010-03-03,64.25,64.33999633789062,63.45000076293945,6396100.0,63.630001068115234,09:00,Wednesday
2010-03-04,63.790000915527344,63.790000915527344,63.29999923706055,5958200.0,63.43000030517578,09:00,Thursday
2010-03-05,63.720001220703125,63.7599983215332,63.25,8154600.0,63.66999816894531,09:00,Friday
2010-03-08,64.41000366210938,65.54000091552734,64.2300033569336,11825600.0,65.12000274658203,09:00,Monday
2010-03-09,64.98999786376953,65.5,64.83999633789062,7126900.0,65.0999984741211,09:00,Tuesday
2010-03-10,65.0199966430664,65.23999786376953,64.7300033569336,6900200.0,64.94000244140625,09:00,Wednesday
2010-03-11,64.80000305175781,65.20999908447266,64.66999816894531,4350400.0,65.20999908447266,09:00,Thursday
2010-03-12,65.45999908447266,65.9800033569336,65.36000061035156,6601700.0,65.52999877929688,09:00,Friday
2010-03-15,65.69999694824219,66.19000244140625,65.69000244140625,5715100.0,65.93000030517578,09:00,Monday
2010-03-16,66.22000122070312,66.23999786376953,65.80000305175781,5705600.0,66.06999969482422,09:00,Tuesday
2010-03-17,66.2300033569336,66.44000244140625,65.87000274658203,4818800.0,66.37999725341797,09:00,Wednesday
2010-03-18,66.47000122070312,66.73999786376953,66.36000061035156,6206700.0,66.68000030517578,09:00,Thursday
2010-03-19,66.52999877929688,66.91000366210938,66.0,10230100.0,66.52999877929688,09:00,Friday
2010-03-22,66.06999969482422,67.25,65.9000015258789,7386400.0,67.01000213623047,09:00,Monday
2010-03-23,67.13999938964844,67.3499984741211,66.83000183105469,8057700.0,67.3499984741211,09:00,Tuesday
2010-03-24,66.98999786376953,67.19000244140625,66.58000183105469,6363700.0,66.80000305175781,09:00,Wednesday
2010-03-25,67.12999725341797,67.44000244140625,66.83999633789062,5705600.0,66.9000015258789,09:00,Thursday
2010-03-26,67.08999633789062,67.44999694824219,66.93000030517578,5984100.0,67.26000213623047,09:00,Friday
2010-03-29,67.45999908447266,67.4800033569336,66.58999633789062,6522600.0,67.06999969482422,09:00,Monday
2010-03-30,67.11000061035156,67.48999786376953,66.91999816894531,5093500.0,67.23999786376953,09:00,Tuesday
2010-03-31,67.1500015258789,67.38999938964844,66.62999725341797,5765600.0,66.72000122070312,09:00,Wednesday
