Date,Open,High,Low,Volume,Close,Time,Day
2010-01-04,50.150001525878906,50.439998626708984,49.65999984741211,3716000.0,49.810001373291016,09:00,Monday
2010-01-05,49.630001068115234,49.689998626708984,48.52000045776367,5941900.0,48.630001068115234,09:00,Tuesday
2010-01-06,48.2599983215332,48.38999938964844,47.349998474121094,10124500.0,47.939998626708984,09:00,Wednesday
2010-01-07,47.81999969482422,48.849998474121094,47.81999969482422,4901600.0,48.630001068115234,09:00,Thursday
2010-01-08,48.650001525878906,48.7599983215332,48.06999969482422,3933100.0,48.560001373291016,09:00,Friday
2010-01-11,48.70000076293945,48.84000015258789,48.099998474121094,3058500.0,48.540000915527344,09:00,Monday
2010-01-12,48.9900016784668,49.38999938964844,48.599998474121094,5147300.0,48.849998474121094,09:00,Tuesday
2010-01-13,48.93000030517578,49.33000183105469,48.83000183105469,3462400.0,49.02000045776367,09:00,Wednesday
2010-01-14,48.93000030517578,49.400001525878906,48.72999954223633,2656300.0,49.279998779296875,09:00,Thursday
2010-01-15,49.11000061035156,49.459999084472656,48.2599983215332,4252500.0,48.790000915527344,09:00,Friday
2010-01-19,48.75,49.599998474121094,48.43000030517578,3349400.0,49.43000030517578,09:00,Tuesday
2010-01-20,49.2599983215332,49.70000076293945,48.54999923706055,3433400.0,48.93000030517578,09:00,Wednesday
2010-01-21,48.790000915527344,49.08000183105469,48.029998779296875,5942700.0,48.95000076293945,09:00,Thursday
2010-01-22,48.810001373291016,49.63999938964844,48.20000076293945,6885300.0,48.310001373291016,09:00,Friday
2010-01-25,48.83000183105469,49.11000061035156,47.95000076293945,4768100.0,48.88999938964844,09:00,Monday
2010-01-26,50.54999923706055,51.130001068115234,50.150001525878906,8489000.0,50.22999954223633,09:00,Tuesday
2010-01-27,50.290000915527344,50.90999984741211,50.029998779296875,4662400.0,50.900001525878906,09:00,Wednesday
2010-01-28,51.06999969482422,51.06999969482422,49.97999954223633,4554800.0,50.27000045776367,09:00,Thursday
2010-01-29,50.29999923706055,50.9900016784668,50.09000015258789,4484800.0,50.66999816894531,09:00,Friday
2010-02-01,50.95000076293945,50.95000076293945,50.220001220703125,4302600.0,50.689998626708984,09:00,Monday
2010-02-02,50.599998474121094,51.18000030517578,50.2599983215332,5640200.0,51.09000015258789,09:00,Tuesday
2010-02-03,50.459999084472656,50.95000076293945,50.279998779296875,3978800.0,50.56999969482422,09:00,Wednesday
2010-02-04,50.27000045776367,50.7400016784668,49.689998626708984,6662500.0,49.72999954223633,09:00,Thursday
2010-02-05,49.61000061035156,50.5,49.2400016784668,6746400.0,50.279998779296875,09:00,Friday
2010-02-08,50.18000030517578,50.290000915527344,49.0099983215332,5193700.0,49.04999923706055,09:00,Monday
2010-02-09,49.540000915527344,49.75,48.880001068115234,5355400.0,49.56999969482422,09:00,Tuesday
2010-02-10,49.650001525878906,49.90999984741211,49.25,4619400.0,49.689998626708984,09:00,Wednesday
2010-02-11,49.61000061035156,50.27000045776367,49.2599983215332,4639300.0,50.20000076293945,09:00,Thursday
2010-02-12,49.77000045776367,50.4900016784668,49.279998779296875,5810400.0,50.45000076293945,09:00,Friday
2010-02-16,50.59000015258789,51.61000061035156,50.2599983215332,5379100.0,51.61000061035156,09:00,Tuesday
2010-02-17,51.709999084472656,51.91999816894531,51.16999816894531,4512800.0,51.75,09:00,Wednesday
2010-02-18,51.650001525878906,52.880001068115234,51.599998474121094,4577600.0,52.7400016784668,09:00,Thursday
2010-02-19,52.689998626708984,53.130001068115234,52.560001373291016,5437300.0,52.880001068115234,09:00,Friday
2010-02-22,53.0,53.290000915527344,52.7599983215332,4457700.0,53.040000915527344,09:00,Monday
2010-02-23,52.72999954223633,53.41999816894531,52.31999969482422,6511900.0,52.36000061035156,09:00,Tuesday
2010-02-24,52.4900016784668,52.970001220703125,52.400001525878906,6050600.0,52.790000915527344,09:00,Wednesday
2010-02-25,52.119998931884766,52.880001068115234,52.119998931884766,5101400.0,52.75,09:00,Thursday
2010-02-26,52.790000915527344,52.9900016784668,52.31999969482422,7398500.0,52.59000015258789,09:00,Friday
2010-03-01,52.7599983215332,53.41999816894531,52.7599983215332,4330200.0,53.08000183105469,09:00,Monday
2010-03-02,53.220001220703125,53.439998626708984,52.90999984741211,3619600.0,53.290000915527344,09:00,Tuesday
2010-03-03,53.43000030517578,53.720001220703125,53.119998931884766,3892900.0,53.119998931884766,09:00,Wednesday
2010-03-04,53.27000045776367,53.619998931884766,53.029998779296875,3911600.0,53.54999923706055,09:00,Thursday
2010-03-05,53.849998474121094,53.970001220703125,53.45000076293945,4259700.0,53.939998626708984,09:00,Friday
2010-03-08,53.45000076293945,53.9900016784668,53.40999984741211,3145000.0,53.79999923706055,09:00,Monday
2010-03-09,53.959999084472656,54.20000076293945,53.439998626708984,5107400.0,53.56999969482422,09:00,Tuesday
2010-03-10,53.560001373291016,53.779998779296875,52.599998474121094,5891200.0,52.88999938964844,09:00,Wednesday
2010-03-11,52.880001068115234,53.65999984741211,52.79999923706055,4085400.0,53.619998931884766,09:00,Thursday
2010-03-12,53.84000015258789,54.0,53.0,4490200.0,53.15999984741211,09:00,Friday
2010-03-15,52.9900016784668,53.060001373291016,52.279998779296875,4929600.0,52.72999954223633,09:00,Monday
2010-03-16,52.7400016784668,52.959999084472656,52.4900016784668,4126300.0,52.849998474121094,09:00,Tuesday
2010-03-17,53.11000061035156,53.540000915527344,52.849998474121094,5519100.0,52.9900016784668,09:00,Wednesday
2010-03-18,53.08000183105469,53.709999084472656,52.95000076293945,4113000.0,53.380001068115234,09:00,Thursday
2010-03-19,53.459999084472656,53.599998474121094,52.779998779296875,13199100.0,53.459999084472656,09:00,Friday
2010-03-22,53.29999923706055,53.58000183105469,53.18000030517578,3817700.0,53.38999938964844,09:00,Monday
2010-03-23,53.54999923706055,53.900001525878906,53.349998474121094,3244300.0,53.900001525878906,09:00,Tuesday
2010-03-24,53.86000061035156,54.2599983215332,53.70000076293945,3218200.0,54.060001373291016,09:00,Wednesday
2010-03-25,54.29999923706055,54.5,54.0099983215332,4123700.0,54.08000183105469,09:00,Thursday
2010-03-26,54.279998779296875,54.7400016784668,54.15999984741211,3422700.0,54.349998474121094,09:00,Friday
2010-03-29,54.47999954223633,54.81999969482422,54.349998474121094,2644700.0,54.7599983215332,09:00,Monday
2010-03-30,54.83000183105469,54.83000183105469,53.79999923706055,3517500.0,53.93000030517578,09:00,Tuesday
2010-03-31,53.79999923706055,54.150001525878906,53.689998626708984,3357100.0,53.939998626708984,09:00,Wednesday
2010-04-01,54.2400016784668,54.33000183105469,53.59000015258789,3725300.0,53.91999816894531,09:00,Thursday
2010-04-05,54.150001525878906,54.150001525878906,53.18000030517578,4362000.0,53.33000183105469,09:00,Monday
2010-04-06,53.15999984741211,53.18000030517578,52.43000030517578,6585300.0,52.59000015258789,09:00,Tuesday
2010-04-07,52.52000045776367,53.189998626708984,52.279998779296875,5631700.0,52.5,09:00,Wednesday
2010-04-08,52.31999969482422,52.52000045776367,52.189998626708984,4147000.0,52.2599983215332,09:00,Thursday
2010-04-09,52.36000061035156,52.459999084472656,52.13999938964844,3406400.0,52.400001525878906,09:00,Friday
2010-04-12,52.540000915527344,52.68000030517578,51.93000030517578,3204900.0,52.02000045776367,09:00,Monday
2010-04-13,51.91999816894531,52.41999816894531,51.91999816894531,3433800.0,52.220001220703125,09:00,Tuesday
2010-04-14,52.189998626708984,52.959999084472656,52.18000030517578,3158800.0,52.90999984741211,09:00,Wednesday
2010-04-15,52.86000061035156,52.970001220703125,52.31999969482422,3736400.0,52.880001068115234,09:00,Thursday
2010-04-16,52.86000061035156,53.209999084472656,52.04999923706055,6067500.0,52.13999938964844,09:00,Friday
2010-04-19,52.040000915527344,53.20000076293945,51.939998626708984,4869200.0,53.189998626708984,09:00,Monday
2010-04-20,53.400001525878906,53.470001220703125,52.790000915527344,4311000.0,53.16999816894531,09:00,Tuesday
2010-04-21,52.9900016784668,53.119998931884766,52.400001525878906,3833100.0,52.79999923706055,09:00,Wednesday
2010-04-22,52.439998626708984,53.84000015258789,52.18000030517578,4727600.0,53.790000915527344,09:00,Thursday
2010-04-23,52.869998931884766,53.65999984741211,52.72999954223633,5346400.0,53.380001068115234,09:00,Friday
2010-04-26,53.20000076293945,53.380001068115234,51.86000061035156,6322800.0,51.91999816894531,09:00,Monday
2010-04-27,51.59000015258789,51.83000183105469,50.47999954223633,6430300.0,50.529998779296875,09:00,Tuesday
2010-04-28,50.380001068115234,51.2599983215332,50.34000015258789,6420800.0,51.119998931884766,09:00,Wednesday
2010-04-29,51.31999969482422,51.41999816894531,50.70000076293945,4907800.0,51.41999816894531,09:00,Thursday
2010-04-30,51.22999954223633,51.349998474121094,50.4900016784668,5243100.0,50.7400016784668,09:00,Friday
2010-05-03,50.880001068115234,51.279998779296875,50.7599983215332,4037800.0,51.209999084472656,09:00,Monday
2010-05-04,50.599998474121094,50.7400016784668,49.810001373291016,6098700.0,50.0,09:00,Tuesday
2010-05-05,49.779998779296875,51.04999923706055,49.75,4062800.0,50.619998931884766,09:00,Wednesday
2010-05-06,50.58000183105469,51.15999984741211,48.529998779296875,9027100.0,49.79999923706055,09:00,Thursday
